8,1000000000000000000.000000,B
4,604094220287887104.000000,B
0,0.000000,B
0,0.000000,B
4,510000000000000000.000000,B
17,12800000000000000.000000,B
21,10000000000000000.000000,B
5,1142132222155257216.000000,B
0,0.000000,B
0,0.000000,B
0,0.000000,B
11,40375107425111152.000000,B
0,0.000000,B
0,0.000000,B
13,0.000000,B
0,0.000000,B
0,0.000000,B
0,0.000000,B
61,0.000000,B
14,1030500000000000000.000000,B
0,0.000000,B
0,0.000000,B
8,3869819220000000000.000000,B
36,0.000000,B
0,0.000000,B
0,0.000000,B
45,10000000000000000000.000000,B
0,0.000000,B
0,0.000000,B
6,0.000000,B
0,0.000000,B
21,10000000000000000.000000,B
0,0.000000,B
8,620000000000000000.000000,B
8,1213680731649880576.000000,B
4,0.000000,B
38,0.000000,B
0,0.000000,B
0,0.000000,B
0,0.000000,B
0,0.000000,B
24,0.000000,B
25,106000000000000000.000000,B
14,4201002660000000000.000000,B
8,12000000000000000.000000,B
25,0.000000,B
9,17899002339218566.000000,B
11,300000000000000.000000,B
7,280000000000000000.000000,B
11,17140915723821448.000000,B
5,200000000000000000.000000,B
8,1089232000000000000.000000,B
19,0.000000,B
10,0.000000,B
0,0.000000,B
11,0.000000,B
19,0.000000,B
39,0.000000,B
6,5217071410080651264.000000,B
61,0.000000,B
22,0.000000,B
3,14000000000000000.000000,B
0,0.000000,B
0,0.000000,B
0,0.000000,B
21,0.000000,B
4,200464000000000000.000000,B
0,0.000000,B
0,0.000000,B
8,178490697383662208.000000,B
0,0.000000,B
17,106200000000000.000000,B
0,0.000000,B
11,163760048000000000.000000,B
0,0.000000,B
0,0.000000,B
0,0.000000,B
5,0.000000,B
15,118243131532308320.000000,B
27,100000000000000000.000000,B
26,199000000000000000.000000,B
0,0.000000,B
0,0.000000,B
45,0.000000,B
0,0.000000,B
4,30000000000000000.000000,B
0,0.000000,B
2,97320000000000000.000000,B
4,1818079270000000000.000000,B
10,25000000000000000.000000,B
7,30000000000000000.000000,B
8,200000000000000000.000000,B
0,0.000000,B
4,0.000000,B
19,140000000000000000.000000,B
2,20000000000000000.000000,B
7,0.000000,B
4,600000000000000000.000000,B
50,0.000000,B
0,0.000000,B
11,3724050700000000000.000000,B
24,0.000000,B
0,0.000000,B
22,20000000000000000.000000,B
15,0.000000,B
21,137793487631223312.000000,B
0,0.000000,B
7,140777009775153920.000000,B
6,2224621452569506304.000000,B
49,15000000000000000.000000,B
3,500000000000000000.000000,B
0,0.000000,B
0,0.000000,B
0,0.000000,B
18,12482885666850320384.000000,B
27,168000000000000000.000000,B
16,0.000000,B
0,0.000000,B
21,0.000000,B
3,928709480323418752.000000,B
0,0.000000,B
0,0.000000,B
10,0.000000,B
0,0.000000,B
0,0.000000,B
13,0.000000,B
6,62268121847798248.000000,B
0,0.000000,B
10,20000000000000000.000000,B
0,0.000000,B
26,0.000000,B
7,50000000000000000.000000,B
15,110000000000000000.000000,B
0,0.000000,B
5,0.000000,B
5,30000000000000000.000000,B
19,0.000000,B
0,0.000000,B
22,1640075000000000000.000000,B
19,3986188188712533.000000,B
